,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,16.9,0.0,0.0,2017-06-30 22:05:00,81.0,320.0,0.3,1.8,1009.4,0.0,13.6,IDRSING3
1,16.7,0.0,0.0,2017-06-30 22:10:00,83.0,320.0,0.0,0.0,1009.4,0.0,13.8,IDRSING3
2,16.5,0.0,0.0,2017-06-30 22:15:00,83.0,320.0,1.1,1.8,1009.4,0.0,13.6,IDRSING3
3,16.4,0.0,0.0,2017-06-30 22:20:00,84.0,320.0,0.0,0.0,1009.0,0.0,13.7,IDRSING3
4,16.4,0.0,0.0,2017-06-30 22:25:00,84.0,320.0,0.0,0.0,1009.0,0.0,13.7,IDRSING3
5,16.7,0.0,0.0,2017-06-30 22:30:00,82.0,321.0,0.0,0.0,1009.0,0.0,13.6,IDRSING3
6,16.7,0.0,0.0,2017-06-30 22:35:00,84.0,321.0,0.0,0.0,1009.0,0.0,14.0,IDRSING3
7,16.4,0.0,0.0,2017-06-30 22:40:00,85.0,347.0,0.0,0.0,1009.0,0.0,13.9,IDRSING3
8,16.4,0.0,0.0,2017-06-30 22:45:00,87.0,348.0,0.0,0.0,1008.7,0.0,14.3,IDRSING3
9,16.4,0.0,0.0,2017-06-30 22:51:00,86.0,352.0,0.3,1.8,1008.7,0.0,14.1,IDRSING3
10,16.4,0.0,0.0,2017-06-30 22:56:00,87.0,250.0,6.4,7.2,1009.0,0.0,14.3,IDRSING3
11,17.0,0.0,0.0,2017-06-30 23:01:00,76.0,247.0,4.7,7.2,1009.4,0.0,12.7,IDRSING3
12,18.0,0.0,0.0,2017-06-30 23:07:00,74.0,237.0,4.0,5.5,1009.0,0.0,13.3,IDRSING3
13,18.0,0.0,0.0,2017-06-30 23:12:00,75.0,236.0,1.4,1.8,1008.7,0.0,13.5,IDRSING3
14,17.8,0.0,0.0,2017-06-30 23:17:00,75.0,280.0,4.3,5.5,1008.7,0.0,13.3,IDRSING3
